,calories,carbs,cook_time,course,cuisine,description,labels,name,photos,prep_time,protein,rating,saturated_fat,servings,sugar,total_fat,total_time,url
0,,,,Beverages,northindian," or buttermilk recipe, how to make salted chaas recipe"," Kids Recipes, Summer Recipes,Beverages,15 Minutes Recipes, No Onion No Garlic, North Indian Recipes, Starters & Snacks Recipes,Gluten Free, Punjabi Recipes,Bachelor Recipes",chaas ,False,10,,['4.29'],,2to3,,,10,http://www.vegrecipesofindia.com/chaas-recipe-buttermilk-recipe/
0,,,120,main,northindian,", how to make dal bukhara recipe | dal recipes"," Kids Recipes, Main Course, North Indian Recipes,Gluten Free, Festival Recipes, Punjabi Recipes,Dal Recipes",dal bukhara ,True,480,,['4.6'],,6to7,,,600,http://www.vegrecipesofindia.com/dal-bukhara-recipe-dal-recipes/
0,67,14,,side,Indian,", how to make pudina chutney | mint chutney recipe","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes,Chutneys,Bachelor Recipes",pudina chutney ,True,15,2,[''],,1smallbowl,1,,15,http://www.vegrecipesofindia.com/pudina-chutney-recipe/
0,,,60,main,Punjabi,", how to make punjabi dal makhani recipe"," Kids Recipes, Main Course, North Indian Recipes,Gluten Free, Festival Recipes, Punjabi Recipes, Popular Indian Recipes,Dal Recipes,Bachelor Recipes",dal makhani restaurant style ,False,480,,['4.73'],,4,,,540,http://www.vegrecipesofindia.com/dal-makhani-restaurant-style-recipe/
0,,,25,snacks,world,", how to make baked potato wedges recipe"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes,Baked Snacks",baked potato wedges ,True,5,,['5'],,,,,30,http://www.vegrecipesofindia.com/baked-potato-wedges-recipe/
0,,,10,"snacks,starters",Indian,", how to make idli manchurian recipe with leftover idlis","15 Minutes Recipes,Indo-Chinese Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes,Bachelor Recipes,Starters & Snacks Recipes",idli manchurian ,True,10,,['5'],,2,,,20,http://www.vegrecipesofindia.com/idli-manchurian-recipe/
0,,,,snacks,Indian,", how to make papdi chaat recipe | chaat recipes"," Kids Recipes, Starters & Snacks Recipes, North Indian Recipes, Punjabi Recipes,Bachelor Recipes,Indian Street Food",papdi chaat ,True,50,,['4.34'],,4,,,50,http://www.vegrecipesofindia.com/papdi-chaat-delhi-papdi-chaat-recipe/
0,,,25,"desserts,sweets",Indian,", how to make mango modak with khoya | amba modak"," Kids Recipes,Maharashtrian Recipes, Maharashtrian Recipes, Festival Recipes,Desserts,Bachelor Recipes",mango modak ,True,5,,[''],,4,,,30,http://www.vegrecipesofindia.com/mango-modak-recipe/
0,271,52,30,"Breakfast,brunch",middleeastern,", how to make pita bread | whole wheat pita bread recipe"," Starters & Snacks Recipes, International Cuisines, Vegan Recipes,Bread Recipes",pita bread ,True,90,9,['4.71'],,5,,4,120,http://www.vegrecipesofindia.com/whole-wheat-pita-bread-best-pita-bread-recipe/
0,356,43,50,Dessert,"southindian,tamil",", how to make rice payasam recipe | paal payasam"," Kids Recipes,Gluten Free, Toddler Recipes,Desserts, Popular Indian Recipes, Tamil Nadu, South Indian Recipes",paal payasam ,True,10,11,['4.6'],8,3to4,32,15,60,http://www.vegrecipesofindia.com/paal-payasam-recipe-rice-payasam-recipe/
0,100,15,45,sweets,northindian,", how to make jalebi recipe | homemade jalebi recipe"," Kids Recipes, North Indian Recipes, Vegan Recipes,Desserts, Popular Indian Recipes,Bachelor Recipes",jalebi ,True,900,,['4.13'],,20jalebipieces,10,4,945,http://www.vegrecipesofindia.com/jalebi-recipe-how-to-make-jalebi/
0,277,30,20,desserts,indiancuisine, with khoya | sooji ladoo recipe with mawa | rava laddu," Kids Recipes,Desserts, Maharashtrian Recipes, Festival Recipes",rava ladoo ,True,5,5,['5'],9,10ladoos,12,15,25,http://www.vegrecipesofindia.com/rava-ladoo-recipe-sooji-ladoo/
0,,,45,main,"awadhi,northindian", | lucknowi biryani recipe | veg awadhi biryani recipe,"Awadhi Cuisine, North Indian Recipes, Rice Recipes",awadhi biryani ,True,30,,[''],,4,,,75,http://www.vegrecipesofindia.com/awadhi-biryani-recipe-lucknowi-biryani/
0,,,,Dessert,Indian, | quick beetroot halwa recipe with mawa or khoya," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Festival Recipes,Desserts,Bachelor Recipes",beetroot halwa ,True,,,['5'],,4,,,,http://www.vegrecipesofindia.com/beetroot-halwa-recipe/
0,,,,snacks,world,,Cooking Tips & Methods,"How to Sprout Mung Beans or Moong, Sprouting Mung Beans at Home",False,,,['5'],,2cups,,,,http://www.vegrecipesofindia.com/making-moong-mungsprouts-at-home/
0,,,5,snacks,streetfood,", how to make bhel puri, mumbai bhel puri recipe","Bachelor Recipes,Indian Street Food, Vegan Recipes, Starters & Snacks Recipes",bhel puri ,True,15,,['4.67'],,,,,20,http://www.vegrecipesofindia.com/bhel-puri-mumbai-bhel-puri/
0,,,20,"main,side","konkan,Maharashtrian", | chana dal padwal recipe | padwal sabzi recipe," No Onion No Garlic,30 Minutes Recipes, Tiffin Recipes, Maharashtrian Recipes, Vegan Recipes,Indian Vegetable Recipes,Bachelor Recipes, Konkani Recipes",snake gourd bhaji ,True,5,,['5'],,3,,,25,http://www.vegrecipesofindia.com/chana-dal-padwal-recipe/
0,90,8,,side,Indian, | raita recipes,"15 Minutes Recipes, No Onion No Garlic, North Indian Recipes, Pickles-Sauces-Dips,Bachelor Recipes,Navratri & Fasting Recipes","cucumber raita , how to make cucumber raita ",True,15,4,['4'],2,2to3,6,4,15,http://www.vegrecipesofindia.com/cucumber-raita-recipe/
0,,,25,snacks,Indian,", how to make stuffed bread rolls recipe"," No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes,Kids Recipes, Vegan Recipes",bread rolls ,False,20,,['4.72'],,2,,,45,http://www.vegrecipesofindia.com/bread-rolls-stuffed-potatoes/
0,250,6,20,"snacks,starter","northindian,Punjabi", in oven | paneer hariyali tikka recipe," Kids Recipes, Paneer Recipes,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes,Gluten Free, Punjabi Recipes, Popular Indian Recipes,Paneer Recipes,Bachelor Recipes,Baked Snacks, Low Fat Recipes",hariyali paneer tikka ,True,40,10,['4.5'],10,3,1,20,60,http://www.vegrecipesofindia.com/hariyali-paneer-tikka-recipe/
0,,,20,main,IndoChinese,", how to make vegetable hakka noodles recipe"," Kids Recipes, Main Course, Tiffin Recipes, Indo-Chinese Recipes, Vegan Recipes,Indian Street Food",veg hakka noodles ,True,30,,['4.69'],,3,,,50,http://www.vegrecipesofindia.com/vegetable-hakka-noodles-recipe/
0,437,8,20,main,"northindian,Punjabi", restaurant style | how to make palak paneer recipe," Kids Recipes, Main Course, Paneer Recipes, North Indian Recipes,Gluten Free, Popular Indian Recipes,Paneer Recipes,Indian Curries,Bachelor Recipes",palak paneer ,True,25,14,['4.78'],16,3to4,1,39,45,http://www.vegrecipesofindia.com/palak-paneer-restaurant-style-recipe/
0,,,25,main,"kerala,southindian", | how to make ney choru recipe | kerala style ghee rice recipe," Kids Recipes, Main Course,Kerala Recipes,Gluten Free, Rice Recipes,Bachelor Recipes, South Indian Recipes",nei choru ,True,15,,['5'],,4,,,40,http://www.vegrecipesofindia.com/nei-choru-recipe-ney-choru/
0,,,40,Breakfast,world,", how to make fig jam recipe from fresh figs"," Kids Recipes,Cooking Tips & Methods, Vegan Recipes, Pickles-Sauces-Dips,Gluten Free, International Cuisines",fig jam ,True,10,,['4.34'],,1smalljar,,,50,http://www.vegrecipesofindia.com/fig-jam/
0,,,25,lentils,goan, with drumsticks | goan recipe of moong dal with coconut," Main Course,Dal Recipes,Bachelor Recipes, Goan Recipes",goan dal ,False,25,,['4'],,3-4,,,50,http://www.vegrecipesofindia.com/goan-dal-recipe/
0,,,30,snacks,southindian, - how to make rajma sundal for ganesh chaturthi,"Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu,Bachelor Recipes, Low Fat Recipes, South Indian Recipes",rajma sundal ,True,8,,[''],,3to4,,,38,http://www.vegrecipesofindia.com/rajma-sundal/
0,,,30,Breakfast,southindian,", how to make uttapam recipe with idli batter | plain uttapam recipe"," Kids Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free, Popular Indian Recipes,Indian Breakfast Recipes, South Indian Recipes",uttapam ,True,540,,['4.5'],,4to5,,,570,http://www.vegrecipesofindia.com/uttapam-recipe-uttapam-with-idli-batter/
0,,,,spices,"Indian,Punjabi", | homemade punjabi garam masala powder recipe," Punjabi Recipes,Cooking Tips & Methods, North Indian Recipes",garam masala ,True,4320,,['4.86'],,1mediumsizebottle,,,4320,http://www.vegrecipesofindia.com/punjabi-garam-masala/
0,37,6,25,"Breakfast,snacks",southindian,", how to make idli batter for soft idli | idli recipe with rice"," Kids Recipes,Cooking Tips & Methods, Starters & Snacks Recipes, Vegan Recipes,Gluten Free, Toddler Recipes, Popular Indian Recipes, South Indian Recipes, Indian Breakfast Recipes",idli ,True,540,1,['4.53'],,30idlis,,,565,http://www.vegrecipesofindia.com/idli-recipe-how-to-make-soft-idlis/
0,,,25,main,Indian,", how to make veg paneer jalfrezi recipe"," Paneer Recipes,Bachelor Recipes,North Indian Recipes,Gluten Free",paneer jalfrezi ,True,15,,['4'],,2to3,,,40,http://www.vegrecipesofindia.com/paneer-jalfrezi-recipe-paneer-recipes/
0,,,15,side,northindian,", how to make aam ka murabba recipe"," Summer Recipes,Kids Recipes, No Onion No Garlic,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes,Gluten Free, Vegan Recipes, Popular Indian Recipes,Bachelor Recipes",aam ka murabba ,True,10,,['4.29'],,450grams,,,25,http://www.vegrecipesofindia.com/aam-ka-murabba-recipe/
0,,,30,sweets,"Indian,mangalorean", | mangalore banana pooris | banana buns recipe,"Karnataka Recipes, Starters & Snacks Recipes, Kids Recipes",mangalore buns ,False,240,,['4.78'],,3to4,,,270,http://www.vegrecipesofindia.com/sweet-banana-pooris-buns-recipe/
0,146,26,40,bread,world,", how to make white bread, eggless white bread"," Kids Recipes, Vegan Recipes,Bread Recipes",white bread ,False,180,3,['4.39'],,12breadslicesor1largeloafofbread,2,2,220,http://www.vegrecipesofindia.com/white-bread-easy-white-bread/
0,,,,side,Indian,", how to make moong sprouts salad recipe"," Tiffin Recipes,Bachelor Recipes, Vegan Recipes,Gluten Free,Pickles-Sauces-Dips",moong sprouts salad ,True,20,,['4.86'],,2,,,20,http://www.vegrecipesofindia.com/moong-sprouts-salad-recipe/
0,,,40,"Breakfast,brunch","northindian,Punjabi",", how to make chana dal paratha recipe"," Kids Recipes, Main Course, Tiffin Recipes, Vegan Recipes,Indian Breads & Parathas",chana dal paratha ,True,540,,['5'],,2-3,,,580,http://www.vegrecipesofindia.com/chana-dal-paratha-recipe/
0,,,10,breakfasts,Indian,", how to make carrot paratha | gajar ka paratha recipe"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Tiffin Recipes,Bachelor Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",carrot paratha ,True,20,,['4.84'],,4people,,,30,http://www.vegrecipesofindia.com/carrot-paratha-recipe-gajar-paratha/
0,,,5,side,southindian,", how to make curry leaves chutney recipe","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Chutneys, South Indian Recipes",curry leaves chutney ,True,5,,['2'],,2to3,,,10,http://www.vegrecipesofindia.com/curry-leaves-chutney-recipe/
0,135,24,40,"appetiser,Breakfast",world,", complete guide to make brown bread recipe"," Tiffin Recipes, International Cuisines, Vegan Recipes,Bread Recipes",brown bread ,True,4,3,['4.56'],,12breadslicesor1loafofbread,1,2,44,http://www.vegrecipesofindia.com/brown-bread-recipe-brown-bread/
0,,,30,Breakfast,gujarati,", how to make lauki thepla | doodhi thepla recipe"," Kids Recipes,Gujarati Recipes, No Onion No Garlic, Tiffin Recipes, Toddler Recipes,Bachelor Recipes, Indian Breakfast Recipes",lauki thepla ,True,15,,['5'],,10to12theplas,,,45,http://www.vegrecipesofindia.com/lauki-thepla-recipe/
0,,,20,snacks,IndoChinese, | vegetable chopsuey recipe | veg chop suey recipe," Kids Recipes,Indo-Chinese Recipes, Starters & Snacks Recipes, Indo-Chinese Recipes, Vegan Recipes, Popular Indian Recipes,Indian Street Food",veg american chopsuey ,False,20,,['4.8'],,2,,,40,http://www.vegrecipesofindia.com/veg-american-chopsuey-recipe/
0,,,20,snacks,baking,", whole wheat coconut cookies"," Kids Recipes,30 Minutes Recipes, Vegan Recipes, Festival Recipes,Bachelor Recipes,Baked Snacks, International Cuisines",eggless coconut cookies ,True,10,,['4.84'],,12cookies,,,30,http://www.vegrecipesofindia.com/eggless-coconut-cookies-recipe/
0,400,69,15,main,"Indian,mumbaistreetfood",", how to make tawa pulao recipe | pulao recipes"," Kids Recipes,Gluten Free, Popular Indian Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food",tawa pulao ,True,45,9,['4.75'],5,3to4,5,9,60,http://www.vegrecipesofindia.com/tawa-pulao-recipe-pulao-recipes/
0,292,9,15,Breakfast,northindian,", how to make paneer bhurji | dry paneer bhurji"," Kids Recipes, Indian Street Food, Main Course, Paneer Recipes, North Indian Recipes, Punjabi Recipes,Indian Breakfast Recipes",paneer bhurji ,True,5,10,['4.92'],10,3,4,24,20,http://www.vegrecipesofindia.com/paneer-bhurji-scrambled-cottage-cheese-with-spices/
0,196,14,40,side,"northindian,Punjabi",", how to make dry aloo gobi | punjabi aloo gobi recipe"," Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Indian Vegetable Recipes, Punjabi Recipes,Bachelor Recipes",aloo gobi ,False,15,3,['4.73'],1,4,1,14,55,http://www.vegrecipesofindia.com/aloo-gobi-recipe-punjabialoo-gobi/
0,,,25,snacks,northindian, | how to make atta nankhatai recipe," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Festival Recipes, Popular Indian Recipes,Bachelor Recipes,Baked Snacks",whole wheat nankhatai ,True,5,,['4.86'],,300grams,,,30,http://www.vegrecipesofindia.com/whole-wheat-nankhatai-recipe-atta-nankhatai/
0,,,35,Dessert,"hyderabadi,Indian",,"Desserts, Hyderabadi Cuisine, Vegan Recipes","Khubani Ka Meetha Recipe, Hyderabadi Sweet Dish | Hyderabadi Recipes",True,8,,['3.75'],,4,,,43,http://www.vegrecipesofindia.com/hyderabadi-khubani-ka-meetha/
0,,,20,snacks,"IndianStreetFood,northindian,Punjabi",", how to make samosa chana chaat recipe | chaat recipes"," Kids Recipes, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes, Punjabi Recipes, Popular Indian Recipes,Indian Street Food",samosa chaat ,True,10,,['5'],,6,,,30,http://www.vegrecipesofindia.com/samosa-chaat-recipe/
0,,,30,snacks,southindian,", how to make chana sundal recipe | sundal recipes","Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu, Low Fat Recipes, South Indian Recipes",chana sundal ,False,8,,['4.5'],,3to4,,,38,http://www.vegrecipesofindia.com/chana-sundal/
0,,,10,snacks,"nepali,world",", how to make whole wheat veg momos"," Kids Recipes,Vegan Recipes, Low Fat Recipes, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes,Indian Street Food, International Cuisines",whole wheat veg momo ,True,45,,['5'],,12to14mediumsizedmomos,,,55,http://www.vegrecipesofindia.com/whole-wheat-veg-momo-recipe/
0,,,25,desserts,northindian,", how to make saffron suji halwa | sooji ka halwa recipe"," Kids Recipes, North Indian Recipes, Festival Recipes, Punjabi Recipes,Desserts, Indian Breakfast Recipes",suji halwa ,True,20,,['4.58'],,6,,,45,http://www.vegrecipesofindia.com/saffron-halwa/
0,,,,Beverages,"karnataka,southindian,tamilnadu", - neer majjige | spiced buttermilk recipe | neer moru recipe," Summer Recipes,15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes,Karnataka Recipes, Tamil Nadu,Bachelor Recipes,Summer Recipes, South Indian Recipes",neer mor ,True,10,,[''],,2,,,,http://www.vegrecipesofindia.com/neer-mor-recipe-neer-majjige/
0,,,20,main,andhra,", how to make gutti vankaya kura recipe"," Main Course, Indian Curries, Vegan Recipes,Gluten Free,Andhra Recipes, South Indian Recipes",gutti vankaya kura ,True,20,,['4.34'],,3to4,,,40,http://www.vegrecipesofindia.com/gutti-vankaya-kura-recipe/
0,,,25,main,"northindian,Punjabi",", how to make aloo shimla mirch masala"," Kids Recipes, Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Indian Vegetable Recipes, Punjabi Recipes,Bachelor Recipes",aloo capsicum masala ,True,15,,['5'],,3to4,,,40,http://www.vegrecipesofindia.com/aloo-capsicum-masala-recipe/
0,332,32,20,main,IndoChinese,", how to make gobi manchurian gravy recipe"," Main Course,Bachelor Recipes,Indian Street Food, Indo-Chinese Recipes, Vegan Recipes",gobi manchurian ,True,45,4,['4.5'],18,4,3,21,65,http://www.vegrecipesofindia.com/caulifower-gobhi-manchurian-a-chinese-recipe-made-indian-style/
0,,,40,side,"goan,portuguese", | goan veg mushroom vindaloo recipe," Main Course,Bachelor Recipes, Indian Curries, Vegan Recipes,Goan Recipes",mushroom vindaloo ,True,20,,['5'],,4,,,60,http://www.vegrecipesofindia.com/mushroom-vindaloo-recipe/
0,,,,starter,Indian, for chaat recipes | green chutney for chaat snacks,"15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Chutneys,Bachelor Recipes",green chutney ,False,15,,['4.67'],,1smallbowl,,,15,http://www.vegrecipesofindia.com/green-chutney-for-chaat-recipes/
0,,,35,Dessert,world,", how to make tutti frutti cake recipe"," Kids Recipes, International Cuisines,Eggless Cakes",eggless tutti frutti cake ,False,15,,['4.61'],,2to3,,,50,http://www.vegrecipesofindia.com/eggless-tutti-frutti-cake-recipe/
0,177,31,40,"Breakfast,snacks",Indian,", how to make indian pav recipe | bread rolls recipe"," Starters & Snacks Recipes, Vegan Recipes, Indian Breads & Parathas,Bread Recipes, Indian Breakfast Recipes",pav ,False,180,4,['4.89'],,9pav,1,3,220,http://www.vegrecipesofindia.com/pav-recipe-indian-pav/
0,,,40,Dessert,, | eggless cake recipes," Kids Recipes, International Cuisines,Eggless Cakes, Vegan Recipes, Festival Recipes",eggless chocolate banana carrot cake ,False,15,,['4.45'],,4to5,,,55,http://www.vegrecipesofindia.com/chocolate-banana-carrot-cake/
0,,,20,main,southindian,," Main Course,Dal Recipes, Kerala Recipes, Indian Curries, South Indian Recipes","Lobia Curry Recipe, How to make Kerala Lobia Curry Recipe",False,20,,[''],,,,,40,http://www.vegrecipesofindia.com/lobia-curry-kerala-recipe/
0,,,3,snacks,southindian,", how to make curd coconut chutney recipe","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Pickles-Sauces-Dips, Toddler Recipes,Chutneys,Bachelor Recipes, South Indian Recipes",coconut curd chutney ,True,12,,['4.34'],,2to3,,,15,http://www.vegrecipesofindia.com/coconut-curd-chutney-recipe/
0,,,40,main,"Indian,Punjabi",", how to make makki di roti | step by step"," Main Course, North Indian Recipes,Gluten Free, Punjabi Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",makki di roti ,True,20,,['4.67'],,3,,,60,http://www.vegrecipesofindia.com/makki-di-roti-punjabi-makki-di-roti/
